"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo";"icaa_id";"titulo_icaa";"distribuidora_nacional_icaa";"distribuidor_internacional_icaa";"fecha_estreno_ficha";"tipo_icaa";"genero_icaa";"tags_icaa";"genero_final";"genero_fuente";"nacionalidad_paises_icaa";"directores_icaa";"guionistas_icaa";"subvenciones_icaa";"subvenciones_total";"empresas_productoras_icaa";"clave_grupo"
"Sedimentos";"Begin Again Films";"05/11/2021";1488.0;304;2021;"";"Sedimentos";"";105820.0;"SEDIMENTOS";"BEGIN AGAIN FILMS, S.L. (02J1250)";"";"20/10/2021";"Cine - Documental";"Social";"[""Drama"", ""Comedia"", ""Social"", ""Creativo"", ""Documental"", ""Transgénero""]";"Social";"ficha_genero";"España (100.0%)";"[""Adrián Silvestre""]";"[""Adrián Silvestre""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 55462.5}]";55462.5;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TESTAMENTO P.C.T., S.L. (01J6086)"", ""porcentaje_empresa"": 100.0}]";"105820"
"Fantasia";"Vitrine Filmes";"26/11/2021";1472.0;254;2021;"";"Fantasia";"";6817.0;"FANTASIA";"VITRINE FILMES, S.L. (02J1481)";"";"11/11/2021";"Cine - Documental";"Documental";"[""Documental"", ""Familia"", ""Memoria"", ""Biografía"", ""Relaciones familiares"", ""País Vasco"", ""Autobiográfico""]";"Documental";"ficha_genero";"España (100.0%)";"[""Aitor Merino""]";"[""Ainhoa Andraka Rueda"", ""Zuri Goikoetxea"", ""Amaia Constanza Merino Unzueta"", ""Aitor Merino""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DOXA PRODUCCIONES, S.L. (01J4250)"", ""porcentaje_empresa"": 100.0}]";"6817"
"Astrid";"Avisual Concept";"27/02/2021";1471.0;242;2021;"";"Astrid";"";195420.0;"ASTRID";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"27/02/2021";"Cine - Documental";"Drama";"[""Documental""]";"Drama";"ficha_genero";"España (100.0%)";"[""Marc Galver Lacruz""]";"[""Marc Galver Lacruz"", ""Ernest Cauhé Martín""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""AVISUAL EUROPE, S.L. (01J8808)"", ""porcentaje_empresa"": 97.05}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LAVINIA AUDIOVISUAL, S.L.U. (01J7753)"", ""porcentaje_empresa"": 2.95}]";"195420"
"Nueve Sevillas";"Elamedia";"19/11/2021";1425.0;423;2021;"";"Nueve Sevillas";"";89019.0;"9 SEVILLAS";"ELAMEDIA, S.L. (02J1104)";"34T (98J1457)";"12/11/2021";"Cine - Experimental";"Documental";"[""Experimental"", ""Musical"", ""Documental"", ""Etnografía"", ""Flamenco""]";"Documental";"ficha_genero";"España (100.0%)";"[""Pedro G. Romero"", ""Gonzalo García-Pelayo""]";"[""Pedro G. Romero""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 102000.0}]";102000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ELAMEDIA, S.L. (01J2260)"", ""porcentaje_empresa"": 100.0}]";"89019"
"Basotik itsasora (Del bosque al mar)";"Independent";"05/06/2021";1425.0;95;2021;"";"Basotik itsasora (Del bosque al mar)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Basotik itsasora (Del bosque al mar)||05/06/2021"
"Hombre que lo queria ver todo, El";"Independent";"25/03/2021";1414.0;276;2021;"";"Hombre que lo queria ver todo";"El";103817.0;"EL HOMBRE QUE QUERÍA VERLO TODO";"AJAY KUMAR KUMARI (02F493); PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"25/03/2021";"Cine - Documental";"Documental";"[""Biografía"", ""Aventuras"", ""Documental"", ""Viajes""]";"Documental";"ficha_genero";"España (100.0%)";"[""Albert Albacete Radalga""]";"[""Albert Albacete Radalga""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""GAIA AUDIOVISUALS, S.L. (01J2529)"", ""porcentaje_empresa"": 42.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LOTO FILMS, S.L. (01J3923)"", ""porcentaje_empresa"": 42.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TANA INFORMATICA, S.L. (01J6802)"", ""porcentaje_empresa"": 15.0}]";"103817"
"Invisibles";"Wanda";"06/03/2020";1389.0;409;2021;"";"Invisibles";"";59816.0;"INVISIBLES";"WANDA VISION, S.A. (02J568)";"NEPHILIM PRODUCCIONES, S.L. (01J2290)";"24/02/2020";"Cine - Ficción";"Comedia dramática";"[""Drama"", ""Comedia""]";"Comedia dramática";"ficha_genero";"España (100.0%)";"[""Gracia Querejeta""]";"[""Antonio Mercero Santos"", ""Gracia Querejeta""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 217600.0}]";217600.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ORANGE FILMS, A.I.E. (01J6444)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""NEPHILIM PRODUCCIONES, S.L. (01J2290)"", ""porcentaje_empresa"": 1.0}]";"59816"
"Ombligo";"Independent";"25/06/2021";1371.0;273;2021;"";"Ombligo";"";13821.0;"OMBLIGO";"ACORN STUDIO, S.L. (01J8195)";"";"25/06/2021";"Cine - Experimental";"Comedia dramática";"[""Experimental"", ""Drama"", ""Comedia""]";"Comedia dramática";"ficha_genero";"España (100.0%)";"[""Jose Val Bal""]";"[""Jose Val Bal""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ACORN STUDIO, S.L. (01J8195)"", ""porcentaje_empresa"": 100.0}]";"13821"
"Extraño viaje, El (1964)";"A Contracorriente";"22/10/2021";1326.0;350;2021;1964.0;"Extraño viaje";"El";307550.0;"EXTRAÑO VIAJE, EL";"IZARO FILMS, S.A. (02J110); A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"05/10/2021";"Cine - Ficción";"Drama";"";"Drama";"ficha_genero";"España (100.0%)";"[""Fernán-Gómez, Fernando.""]";"[""Beltrán, Pedro."", ""Ruiz Castillo, Manuel.""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""JOSE Mª REYZABAL LARROY (01F160)"", ""porcentaje_empresa"": 0.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IMPALA, S.A. (01J81)"", ""porcentaje_empresa"": 0.0}]";"307550"
"De Dali a Miquel";"Independent";"09/04/2021";1306.0;219;2021;"";"De Dali a Miquel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"De Dali a Miquel||09/04/2021"
"Club del pino solitario, El";"Independent";"10/06/2021";1304.0;175;2021;"";"Club del pino solitario";"El";186120.0;"TERREMOTO, EL DOCUMENTAL";"COMPACTO, S.C.C.L (02J1207)";"";"09/10/2021";"Cine - Documental";"Documental musical";"[""Documental"", ""Musical"", ""Flamenco"", ""Biografía""]";"Documental musical";"ficha_genero";"España (100.0%)";"[""Nacho Rojas"", ""Alvaro Mayoral""]";"[""Alvaro Mayoral"", ""Adrian Varela"", ""Nacho Rojas"", ""Javier Guerra"", ""Isaac Leiro""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FLAMENCREW PRODUCCIONES, S.L. (01J8135)"", ""porcentaje_empresa"": 86.86}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SOCIEDAD MERCANTIL CORPORACIÓN DE RADIO TELEVISIÓN ESPAÑOLA, S.A.U. (98T1117)"", ""porcentaje_empresa"": 13.14}]";"186120"
"Terremoto";"Begin Again Films";"08/10/2021";1296.0;276;2021;"";"Terremoto";"";186120.0;"TERREMOTO, EL DOCUMENTAL";"COMPACTO, S.C.C.L (02J1207)";"";"09/10/2021";"Cine - Documental";"Documental musical";"[""Documental"", ""Musical"", ""Flamenco"", ""Biografía""]";"Documental musical";"ficha_genero";"España (100.0%)";"[""Nacho Rojas"", ""Alvaro Mayoral""]";"[""Alvaro Mayoral"", ""Adrian Varela"", ""Nacho Rojas"", ""Javier Guerra"", ""Isaac Leiro""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FLAMENCREW PRODUCCIONES, S.L. (01J8135)"", ""porcentaje_empresa"": 86.86}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SOCIEDAD MERCANTIL CORPORACIÓN DE RADIO TELEVISIÓN ESPAÑOLA, S.A.U. (98T1117)"", ""porcentaje_empresa"": 13.14}]";"186120"
"Carceller. El hombre que murio dos veces";"Independent";"18/11/2021";1292.0;180;2021;"";"Carceller. El hombre que murio dos veces";"";205318.0;"CARCELLER. EL HOMBRE QUE MURIÓ DOS VECES";"MEDITERRANEO MEDIA ENTERTAINMENT,S.L. (02J764)";"";"19/11/2021";"Cine - Documental";"Documental";"[""Franquismo"", ""Documental"", ""Historia"", ""Memoria histórica""]";"Documental";"ficha_genero";"España (100.0%)";"[""Ricardo Macián""]";"[""Ricardo Macián""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MEDITERRANEO MEDIA ENTERTAINMENT,S.L. (01J3378)"", ""porcentaje_empresa"": 100.0}]";"205318"
"Herencia";"Begin Again Films";"14/05/2021";1282.0;224;2021;"";"Herencia";"";20619.0;"HERENCIA";"BEGIN AGAIN FILMS, S.L. (02J1250)";"";"14/05/2021";"Cine - Documental";"Documental";"[""Documental"", ""Música"", ""Cuba"", ""Afrocubano""]";"Documental";"ficha_genero";"España (100.0%)";"[""Ana Hurtado""]";"[""Ana Hurtado"", ""Pere Marzo""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MALLERICH FILMS PACO POCH, S.L. (01J1354)"", ""porcentaje_empresa"": 100.0}]";"20619"
"Canciones de horror";"Independent";"16/10/2021";1148.0;164;2021;"";"Canciones de horror";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Canciones de horror||16/10/2021"
"Enero";"Independent";"28/09/2020";1132.0;221;2021;"";"Enero";"";153317.0;"ENERO";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"29/01/2021";"Cine - Documental";"Documental";"[""Tercera edad - Vejez"", ""Documental""]";"Documental";"ficha_genero";"España (100.0%)";"[""Ione Atenea""]";"";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""HIRUKI FILMAK, S. MICROCOOP. (01J6778)"", ""porcentaje_empresa"": 100.0}]";"153317"
"Lo que arde";"Atalante";"11/10/2019";1074.0;187;2021;"";"Lo que arde";"";158217.0;"O QUE ARDE";"NOCTURAMA, S.L. (02J1337)";"PYRAMIDE INTERNATIONAL (98J1114)";"10/10/2019";"Cine - Ficción";"Drama";"[""Drama"", ""Festival de Cannes""]";"Drama";"ficha_genero";"España (49.59%); Francia (31.51%); Luxemburgo (18.9%)";"[""Óliver Laxe""]";"[""Santiago Fillol"", ""Óliver Laxe""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 103654.1}]";103654.1;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 49.59, ""empresa"": ""KOWALSKI FILMS, S.L. (01J3812)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 49.59, ""empresa"": ""MIRAMEMIRA, S.L. (01J6709)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 31.51, ""empresa"": ""4 A 4 PRODUCTIONS"", ""porcentaje_empresa"": null}, {""pais"": ""LUXEMBURGO"", ""porcentaje_pais"": 18.9, ""empresa"": ""TARANTULA LUXEMBOURG"", ""porcentaje_empresa"": null}]";"158217"
"Subterraneos, Los";"Independent";"07/05/2021";1020.0;153;2021;"";"Subterraneos";"Los";16315.0;"SUBTERRANEAN";"ESCORADO PRODUCCION, S.L. (02J998)";"";"14/05/2021";"Cine - Ficción";"Drama";"[""Música"", ""Underground""]";"Drama";"ficha_genero";"España (100.0%)";"[""Gabriel Velazquetti"", ""Manuel Matanza""]";"[""Gabriel Velázquez"", ""Manuel Matanza"", ""Carlos Unamuno""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ESCORADO PRODUCCION, S.L. (01J3198)"", ""porcentaje_empresa"": 100.0}]";"16315"
"Primera mujer, La";"Begin Again Films";"10/12/2021";998.0;187;2021;"";"Primera mujer";"La";95019.0;"LA PRIMERA MUJER";"BEGIN AGAIN FILMS, S.L. (02J1250)";"";"18/12/2021";"Cine - Documental";"Documental social";"[""Documental"", ""Social"", ""Drama"", ""Salud mental""]";"Documental social";"ficha_genero";"España (100.0%)";"[""Miquel Eek""]";"[""Miquel Eek"", ""Aina Calleja Cortés""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MOSAIC PRODUCCIONES AUDIOVISUALES, S.L. (01J7098)"", ""porcentaje_empresa"": 85.92}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ENS PUBLIC DE RADIOTELEVISIO DE LES ILLES BALEARS (98J960)"", ""porcentaje_empresa"": 14.08}]";"95019"
"Este amor es de otro planeta";"CineAND Distribución";"31/03/2021";960.0;166;2021;"";"Este amor es de otro planeta";"";75818.0;"ESTE AMOR ES DE OTRO PLANETA";"CINE ANDALUCIA DISTRIBUCION 2018, S.L. (02J1318)";"";"31/03/2021";"Cine - Ficción";"Comedia";"[""Comedia"", ""Romance""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Daniel Diosdado""]";"[""Ezekiel Montes"", ""Cristina Hernández-Carrillo""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EZEKIEL MONTES PRODUCCIONES, S.L. (01J6608)"", ""porcentaje_empresa"": 100.0}]";"75818"
"Cumbre es el camino, La";"Independent";"24/03/2021";954.0;152;2021;"";"Cumbre es el camino";"La";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Cumbre es el camino, La||24/03/2021"
"75 dias";"Independent";"31/05/2021";930.0;254;2021;"";"75 dias";"";180521.0;"75 DÍAS";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"22/04/2022";"Cine - Ficción";"Drama";"[""Drama"", ""Basado en hechos reales"", ""Crímenes de Alcàsser""]";"Drama";"ficha_genero";"España (100.0%)";"[""M. A. Romero""]";"[""M. A. Romero""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FRANCISCO JAVIER GARCIA SAENZ (01F3615)"", ""porcentaje_empresa"": 97.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SPAINWOOD MRP, S.L. (01J8640)"", ""porcentaje_empresa"": 3.0}]";"180521"
"Trinchera infinita, La";"Entertainment One Films";"31/10/2019";907.0;222;2021;"";"Trinchera infinita";"La";88117.0;"LA TRINCHERA INFINITA";"AURUM PRODUCCIONES, S.A. (02J535)";"FILM FACTORY ENTERTAINMENT, S.L. (02J961)";"02/10/2019";"Cine - Ficción";"Ficción";"[""Drama"", ""Guerra Civil Española""]";"Ficción";"ficha_genero";"España (90.0%); Francia (10.0%)";"[""Jose Mari Goenaga"", ""Jon Garaño"", ""Aitor Arregi""]";"[""Jose Mari Goenaga"", ""Luiso Berdejo""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 594000.0}]";594000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""LA TRINCHERA FILM, A.I.E. (01J6679)"", ""porcentaje_empresa"": 97.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""IRUSOIN, S.A. (01J985)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""MORIARTI PRODUKZIOAK, S.L. (01J2378)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""LA CLAQUETA PC, S.L. (01J3513)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 10.0, ""empresa"": ""MANNY FILMS S.A.S. - FINANCIERA"", ""porcentaje_empresa"": null}]";"88117"
"Mujeres de sal, hombres de humo";"Independent";"24/06/2021";878.0;209;2021;"";"Mujeres de sal, hombres de humo";"";119821.0;"MUJERES DE SAL HOMBRES DE HUMO";"";"";"";"Cine - Documental";"Documental";"[""Documental"", ""Emigración"", ""Islas Canarias""]";"Documental";"ficha_genero";"España (100.0%)";"[""Iris Carballo""]";"[""Iris Carballo"", ""Luis Santana Déniz""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LIDIA IRIS CARBALLO DENIZ (01F3929)"", ""porcentaje_empresa"": 100.0}]";"119821"
"Posidonia";"Independent";"19/11/2021";875.0;185;2021;"";"Posidonia";"";43619.0;"POSIDONIA";"JAIBO FILMS, S.L.N.E. (02J1361)";"";"19/11/2021";"Cine - Documental";"Documental";"[""Documental"", ""Medioambiente""]";"Documental";"ficha_genero";"España (100.0%)";"[""Adán Aliaga""]";"[""Adán Aliaga"", ""Alfonso Amador"", ""Isa Feliú""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""JAIBO FILMS, S.L.N.E. (01J3514)"", ""porcentaje_empresa"": 100.0}]";"43619"
"Un tiempo precioso";"Independent";"17/07/2020";865.0;232;2021;"";"Un tiempo precioso";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Un tiempo precioso||17/07/2020"
"Hilo dorado, El";"Independent";"10/12/2021";859.0;190;2021;"";"Hilo dorado";"El";201221.0;"EL HILO DORADO";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"10/12/2021";"Cine - Ficción";"Drama social";"";"Drama social";"ficha_genero";"España (100.0%)";"[""Tomás Aceituno""]";"[""Tomás Aceituno""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TOMAS MARTIN ACEITUNO MALDONADO (01F2700)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CINE MEGAGUAY PRODUCCIONES, S.L. (01J8630)"", ""porcentaje_empresa"": 50.0}]";"201221"
"Auteretrato";"Urresti Producciones";"13/09/2019";838.0;175;2021;"";"Auteretrato";"";68716.0;"AUTERRETRATO";"URRESTI PRODUCCIONES, S.L. (01J5333)";"";"12/09/2019";"Cine - Documental";"Documental";"[""Documental"", ""Musical"", ""Biografía""]";"Documental";"ficha_genero";"España (100.0%)";"[""Gaizka Urresti""]";"[""Gaizka Urresti"", ""Juan Moya Rentero"", ""Nacho Cabana""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 71100.0}]";71100.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ALTUBE FILMEAK, S.L. (01J707)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""URRESTI PRODUCCIONES, S.L. (01J5333)"", ""porcentaje_empresa"": 50.0}]";"68716"
"Más allá de las estrellas. Fotografiando un agujero negro";"ConUnPack";"10/05/2021";829.0;137;2021;"";"Más allá de las estrellas. Fotografiando un agujero negro";"";29821.0;"MÁS ALLÁ DE LAS ESTRELLAS. FOTOGRAFIANDO UN AGUJERO NEGRO";"CON UN PACK DE PELICULAS, S.L. (02J1367)";"";"07/05/2021";"Cine - Documental";"Documental científico";"[""Documental"", ""Ciencia"", ""Astrofísica""]";"Documental científico";"ficha_genero";"España (100.0%)";"[""Gonzalo Gurrea Ysasi""]";"[""Gonzalo Gurrea Ysasi""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MARIA JOSE MAS JIMENEZ (01F3688)"", ""porcentaje_empresa"": 100.0}]";"29821"
"Retrato de mujer blanca con pelo cano y arrugas";"Independent";"19/11/2021";821.0;135;2021;"";"Retrato de mujer blanca con pelo cano y arrugas";"";114518.0;"RETRATO DE MUJER BLANCA CON PELO CANO Y ARRUGAS";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"19/11/2021";"Cine - Experimental";"Drama";"[""Drama"", ""Relaciones familiares"", ""Tercera edad - Vejez""]";"Drama";"ficha_genero";"España (100.0%)";"[""Ivan Ruiz Flores""]";"[""Ivan Ruiz Flores"", ""Ana González""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 120000.0}]";120000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""POTENZA PRODUCCIONES, S.L. (01J2912)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""AMANIA FILMS, S.L. (01J5253)"", ""porcentaje_empresa"": 50.0}]";"114518"
"De quijotes y semillas";"Ultreia";"23/08/2021";814.0;169;2021;"";"De quijotes y semillas";"";40420.0;"DE QUIJOTES Y SEMILLAS";"ULTREIA FILMS, S.L. (01J5336)";"";"23/08/2021";"Cine - Documental";"Documental";"[""Documental"", ""Gastronomía"", ""Road movie""]";"Documental";"ficha_genero";"España (100.0%)";"[""Patxi Uriz"", ""Jordi Matas""]";"[""Patxi Uriz"", ""Jordi Matas""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ULTREIA FILMS, S.L. (01J5336)"", ""porcentaje_empresa"": 100.0}]";"40420"
"Serrat y Sabina: El Simbolo y el Cuate";"Alfa Pictures";"27/09/2013";803.0;153;2021;"";"Serrat y Sabina: El Simbolo y el Cuate";"";43112.0;"SERRAT & SABINA, EL SÍMBOLO Y EL CUATE";"WHATSUPDOC, S.L. (01J5273)";"LATIDO FILMS";"27/09/2013";"Cine - Documental";"Documental";"";"Documental";"ficha_genero";"España (100.0%)";"[""Relea, Francesc""]";"[""Francesc Relea""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""WHATSUPDOC, S.L. (01J5273)"", ""porcentaje_empresa"": 50.4}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LASTOR MEDIA, S.L. (01J3992)"", ""porcentaje_empresa"": 33.6}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SOCIEDAD MERCANTIL CORPORACION DE RADIO TELEVISION ESPAÑOLA, S.A.U. (98T4)"", ""porcentaje_empresa"": 16.0}]";"43112"
"Pasion por el cine: trio musical";"Independent";"09/09/2021";780.0;65;2021;"";"Pasion por el cine: trio musical";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pasion por el cine: trio musical||09/09/2021"
"Voiceless. El genocidio silenciado";"Cosmo Fan Comunicacion";"13/11/2021";744.0;109;2021;"";"Voiceless. El genocidio silenciado";"";174121.0;"VOICELESS, EL GENOCIDIO SILENCIADO";"COSMOS FAN COMUNICACION, S.L. (02J1236)";"";"13/11/2021";"Cine - Documental";"Documental";"[""Documental"", ""Social"", ""Burundi"", ""Historia""]";"Documental";"ficha_genero";"España (100.0%)";"[""Víctor G. Villavieja"", ""Martín Soto""]";"[""Víctor G. Villavieja""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""COSMOS FAN COMUNICACION, S.L. (01J6044)"", ""porcentaje_empresa"": 85.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EYE WORLD ENTERTAINMENT, S.L.U. (01J7299)"", ""porcentaje_empresa"": 15.0}]";"174121"
"Murillo, el ultimo viaje";"Version Digital";"17/11/2017";718.0;110;2021;"";"Murillo, el ultimo viaje";"";196116.0;"MURILLO, EL ÚLTIMO VIAJE";"VERSION DIGITAL, S.L. (02J1240)";"";"17/11/2017";"Cine - Documental";"Documental";"[""Documental"", ""Arte""]";"Documental";"ficha_genero";"España (100.0%)";"[""José Manuel Gómez Vidal""]";"[""José Manuel Gómez Vidal""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TALYCUAL PRODUCCIONES, S.L. (01J4476)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TRIPLE F MEDIA ENTERTAINMENT, S.L. (01J5266)"", ""porcentaje_empresa"": 1.0}]";"196116"
"Revolución bailando, La";"Begin Again Films";"12/11/2021";706.0;111;2021;"";"Revolución bailando";"La";187021.0;"LA REVOLUCIÓN BAILANDO";"BEGIN AGAIN FILMS, S.L. (02J1250)";"BEGIN AGAIN FILMS, S.L. (02J1250)";"11/11/2021";"Cine - Documental";"Música moderna conciertos";"[""Documental"", ""Musical"", ""LGTBIQ+""]";"Música moderna conciertos";"ficha_genero";"España (100.0%)";"[""Eli Martín"", ""Julia Rebato""]";"[""Julia Rebato"", ""Almudena Saíz""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FOCUS FILMS PRODUCCIONES, S.L. (01J8669)"", ""porcentaje_empresa"": 100.0}]";"187021"
"Pero que todos sepan que no he muerto";"39 Escalones";"02/03/2018";702.0;137;2021;"";"Pero que todos sepan que no he muerto";"";21018.0;"PERO QUE TODOS SEPAN QUE NO HE MUERTO";"39 ESCALONES FILMS, S.L. (02J1049)";"";"02/03/2018";"Cine - Documental";"Documental";"";"Documental";"ficha_genero";"Estados Unidos (100.0%)";"[""Andrea Weiss""]";"";"";0.0;"";"21018"
"Amalia en otoño";"Abanico Vision";"20/11/2020";674.0;115;2021;"";"Amalia en otoño";"";150320.0;"AMALIA EN EL OTOÑO";"ABANICO VISION, S.L. (01J7000)";"";"01/11/2020";"Cine - Ficción";"Costumbrista";"[""Melodrama"", ""Tercera edad - Vejez"", ""Costumbrista"", ""COVID-19"", ""Basado en un cortometraje""]";"Costumbrista";"ficha_genero";"España (100.0%)";"[""Anna Utrecht"", ""Octavio Lasheras""]";"[""Anna Utrecht"", ""Octavio Lasheras""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ABANICO VISION, S.L. (01J7000)"", ""porcentaje_empresa"": 100.0}]";"150320"
